Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-01 09:30:00-05:00,161.4499969482422,161.47999572753906,160.89100646972656,161.32000732421875,161.32000732421875,1068055
2021-03-01 09:31:00-05:00,161.36990356445312,161.52999877929688,161.16009521484375,161.21339416503906,161.21339416503906,95742
2021-03-01 09:32:00-05:00,161.24099731445312,161.27000427246094,160.72999572753906,160.8800048828125,160.8800048828125,76680
2021-03-01 09:33:00-05:00,160.91000366210938,161.10000610351562,160.61000061035156,160.70899963378906,160.70899963378906,98872
2021-03-01 09:34:00-05:00,160.69000244140625,160.75,160.4499969482422,160.5500030517578,160.5500030517578,84918
2021-03-01 09:35:00-05:00,160.53500366210938,160.58990478515625,160.1999969482422,160.27999877929688,160.27999877929688,121642
2021-03-01 09:36:00-05:00,160.3000030517578,160.4199981689453,160.13999938964844,160.2030029296875,160.2030029296875,114553
2021-03-01 09:37:00-05:00,160.1649932861328,160.58999633789062,160.1199951171875,160.25,160.25,101904
2021-03-01 09:38:00-05:00,160.3000030517578,160.52000427246094,160.22979736328125,160.28500366210938,160.28500366210938,46684
2021-03-01 09:39:00-05:00,160.24000549316406,160.47000122070312,160.1699981689453,160.44500732421875,160.44500732421875,50301
2021-03-01 09:40:00-05:00,160.5,160.66000366210938,160.27499389648438,160.2899932861328,160.2899932861328,73249
2021-03-01 09:41:00-05:00,160.3699951171875,160.4600067138672,160.22999572753906,160.25,160.25,32553
2021-03-01 09:42:00-05:00,160.27999877929688,160.63560485839844,160.27999877929688,160.52000427246094,160.52000427246094,39706
2021-03-01 09:43:00-05:00,160.47999572753906,160.83999633789062,160.4550018310547,160.77000427246094,160.77000427246094,34144
2021-03-01 09:44:00-05:00,160.7698974609375,161.0500030517578,160.75,160.97000122070312,160.97000122070312,48914
2021-03-01 09:45:00-05:00,160.99339294433594,161.01499938964844,160.74000549316406,160.78500366210938,160.78500366210938,46888
2021-03-01 09:46:00-05:00,160.7899932861328,160.81500244140625,160.57000732421875,160.75010681152344,160.75010681152344,35590
2021-03-01 09:47:00-05:00,160.80999755859375,160.94000244140625,160.6999969482422,160.85000610351562,160.85000610351562,19940
2021-03-01 09:48:00-05:00,160.88999938964844,160.97950744628906,160.77000427246094,160.82000732421875,160.82000732421875,22316
2021-03-01 09:49:00-05:00,160.81500244140625,161.08999633789062,160.81500244140625,160.97000122070312,160.97000122070312,33320
2021-03-01 09:50:00-05:00,160.97999572753906,161.05999755859375,160.9152069091797,160.9152069091797,160.9152069091797,32112
2021-03-01 09:51:00-05:00,160.94619750976562,161.07000732421875,160.9199981689453,160.97999572753906,160.97999572753906,23245
2021-03-01 09:52:00-05:00,160.97000122070312,161.3000030517578,160.97000122070312,161.0800018310547,161.0800018310547,43782
2021-03-01 09:53:00-05:00,161.10670471191406,161.15350341796875,160.9600067138672,160.9600067138672,160.9600067138672,35344
2021-03-01 09:54:00-05:00,160.9949951171875,161.1199951171875,160.8101043701172,160.9499969482422,160.9499969482422,39074
2021-03-01 09:55:00-05:00,160.97999572753906,161.02999877929688,160.88499450683594,160.92999267578125,160.92999267578125,17623
2021-03-01 09:56:00-05:00,160.9250030517578,161.0,160.86000061035156,160.97999572753906,160.97999572753906,37775
2021-03-01 09:57:00-05:00,161.0,161.02540588378906,160.72999572753906,160.77000427246094,160.77000427246094,33278
2021-03-01 09:58:00-05:00,160.73500061035156,160.7554931640625,160.5500030517578,160.6199951171875,160.6199951171875,38686
2021-03-01 09:59:00-05:00,160.58999633789062,160.69000244140625,160.41000366210938,160.47950744628906,160.47950744628906,62479
2021-03-01 10:00:00-05:00,160.47999572753906,160.54490661621094,160.31500244140625,160.47999572753906,160.47999572753906,53342
2021-03-01 10:01:00-05:00,160.43130493164062,160.79550170898438,160.43130493164062,160.79550170898438,160.79550170898438,37008
2021-03-01 10:02:00-05:00,160.8000030517578,160.86500549316406,160.72999572753906,160.86500549316406,160.86500549316406,28761
2021-03-01 10:03:00-05:00,160.8699951171875,161.0399932861328,160.83999633789062,160.89500427246094,160.89500427246094,34413
2021-03-01 10:04:00-05:00,160.90499877929688,161.02999877929688,160.88009643554688,161.0,161.0,27611
2021-03-01 10:05:00-05:00,161.0,161.0749969482422,160.9499969482422,160.97109985351562,160.97109985351562,29814
2021-03-01 10:06:00-05:00,160.97999572753906,161.03599548339844,160.78070068359375,160.8699951171875,160.8699951171875,25195
2021-03-01 10:07:00-05:00,160.8800048828125,160.91000366210938,160.72999572753906,160.83999633789062,160.83999633789062,17773
2021-03-01 10:08:00-05:00,160.80999755859375,160.82989501953125,160.6300048828125,160.6699981689453,160.6699981689453,22250
2021-03-01 10:09:00-05:00,160.6699981689453,160.72000122070312,160.6199951171875,160.66990661621094,160.66990661621094,12394
