Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-01 09:30:00-05:00,219.89999389648438,220.1999969482422,218.5,219.2550048828125,219.2550048828125,520688
2021-03-01 09:31:00-05:00,219.24000549316406,219.25999450683594,217.61199951171875,218.7333984375,218.7333984375,108917
2021-03-01 09:32:00-05:00,218.8800048828125,219.47000122070312,217.72000122070312,218.4600067138672,218.4600067138672,91459
2021-03-01 09:33:00-05:00,218.5,218.52499389648438,217.94000244140625,218.3979949951172,218.3979949951172,37388
2021-03-01 09:34:00-05:00,218.2899932861328,218.39999389648438,217.39999389648438,217.66000366210938,217.66000366210938,87914
2021-03-01 09:35:00-05:00,217.6750030517578,218.97000122070312,217.42999267578125,218.52999877929688,218.52999877929688,114935
2021-03-01 09:36:00-05:00,218.57000732421875,218.6300048828125,216.22000122070312,216.88999938964844,216.88999938964844,164935
2021-03-01 09:37:00-05:00,216.96319580078125,218.3800048828125,216.85499572753906,218.1300048828125,218.1300048828125,92460
2021-03-01 09:38:00-05:00,218.1300048828125,218.58999633789062,217.9600067138672,218.0500946044922,218.0500946044922,77023
2021-03-01 09:39:00-05:00,218.02999877929688,218.69000244140625,218.0,218.63999938964844,218.63999938964844,57614
2021-03-01 09:40:00-05:00,218.6199951171875,218.75999450683594,218.25,218.28500366210938,218.28500366210938,57101
2021-03-01 09:41:00-05:00,218.32000732421875,218.36000061035156,217.60009765625,217.72999572753906,217.72999572753906,62914
2021-03-01 09:42:00-05:00,217.8350067138672,217.8350067138672,217.60000610351562,217.6750030517578,217.6750030517578,37005
2021-03-01 09:43:00-05:00,217.67999267578125,218.3000030517578,217.24969482421875,218.2899932861328,218.2899932861328,44215
2021-03-01 09:44:00-05:00,218.32000732421875,218.86000061035156,218.22999572753906,218.55999755859375,218.55999755859375,60644
2021-03-01 09:45:00-05:00,218.58999633789062,218.8300018310547,218.27000427246094,218.4550018310547,218.4550018310547,42553
