Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-01 09:30:00-05:00,204.3300018310547,204.5,203.8000030517578,203.98500061035156,203.98500061035156,63080
2021-03-01 09:31:00-05:00,203.92999267578125,204.35000610351562,203.69000244140625,204.30999755859375,204.30999755859375,10656
2021-03-01 09:32:00-05:00,204.41000366210938,204.72000122070312,204.41000366210938,204.55499267578125,204.55499267578125,7662
2021-03-01 09:33:00-05:00,204.50999450683594,204.9600067138672,204.50999450683594,204.83999633789062,204.83999633789062,7189
2021-03-01 09:34:00-05:00,204.83999633789062,204.83999633789062,204.67999267578125,204.72500610351562,204.72500610351562,2134
2021-03-01 09:35:00-05:00,204.72500610351562,205.09100341796875,204.72500610351562,205.02999877929688,205.02999877929688,29324
2021-03-01 09:36:00-05:00,205.08999633789062,205.2906036376953,205.0,205.16000366210938,205.16000366210938,8784
2021-03-01 09:37:00-05:00,205.0800018310547,205.30999755859375,205.0800018310547,205.30999755859375,205.30999755859375,2604
2021-03-01 09:38:00-05:00,205.1999969482422,205.38999938964844,205.14999389648438,205.35000610351562,205.35000610351562,8722
2021-03-01 09:39:00-05:00,205.4199981689453,205.5449981689453,205.3000030517578,205.49000549316406,205.49000549316406,12118
2021-03-01 09:40:00-05:00,205.6199951171875,205.82000732421875,205.5500030517578,205.77000427246094,205.77000427246094,10792
2021-03-01 09:41:00-05:00,205.77000427246094,205.84860229492188,205.55999755859375,205.55999755859375,205.55999755859375,3942
2021-03-01 09:42:00-05:00,205.4949951171875,205.86000061035156,205.4949951171875,205.77999877929688,205.77999877929688,4193
2021-03-01 09:43:00-05:00,205.83999633789062,205.97000122070312,205.72000122070312,205.94500732421875,205.94500732421875,8334
2021-03-01 09:44:00-05:00,206.0,206.11000061035156,205.80999755859375,205.83999633789062,205.83999633789062,13310
2021-03-01 09:45:00-05:00,205.74000549316406,205.9600067138672,205.72000122070312,205.8699951171875,205.8699951171875,9915
2021-03-01 09:46:00-05:00,205.9600067138672,206.0850067138672,205.92999267578125,206.0050048828125,206.0050048828125,9688
2021-03-01 09:47:00-05:00,206.11000061035156,206.42999267578125,206.10000610351562,206.27999877929688,206.27999877929688,11294
2021-03-01 09:48:00-05:00,206.25,206.41000366210938,206.25,206.35499572753906,206.35499572753906,3583
2021-03-01 09:49:00-05:00,206.44000244140625,206.52999877929688,206.4199981689453,206.47999572753906,206.47999572753906,4074
2021-03-01 09:50:00-05:00,206.47000122070312,206.52999877929688,206.25,206.3094940185547,206.3094940185547,10088
2021-03-01 09:51:00-05:00,206.3300018310547,206.4600067138672,206.3000030517578,206.4499969482422,206.4499969482422,4180
2021-03-01 09:52:00-05:00,206.52999877929688,206.52999877929688,206.36900329589844,206.4499969482422,206.4499969482422,6214
2021-03-01 09:53:00-05:00,206.52000427246094,206.54010009765625,206.41000366210938,206.4149932861328,206.4149932861328,4578
2021-03-01 09:54:00-05:00,206.4499969482422,206.6699981689453,206.4499969482422,206.47000122070312,206.47000122070312,6027
2021-03-01 09:55:00-05:00,206.52000427246094,206.72000122070312,206.52000427246094,206.66000366210938,206.66000366210938,8281
2021-03-01 09:56:00-05:00,206.6999969482422,206.77999877929688,206.6999969482422,206.75,206.75,3279
2021-03-01 09:57:00-05:00,206.80999755859375,206.86500549316406,206.6699981689453,206.6699981689453,206.6699981689453,3991
2021-03-01 09:58:00-05:00,206.6699981689453,206.77000427246094,206.59010314941406,206.77000427246094,206.77000427246094,7828
2021-03-01 09:59:00-05:00,206.7613067626953,206.80499267578125,206.72999572753906,206.80499267578125,206.80499267578125,3253
2021-03-01 10:00:00-05:00,206.85000610351562,206.91000366210938,206.3300018310547,206.3300018310547,206.3300018310547,6904
2021-03-01 10:01:00-05:00,206.42999267578125,206.5800018310547,206.3800048828125,206.5800018310547,206.5800018310547,4587
2021-03-01 10:02:00-05:00,206.61500549316406,206.73500061035156,206.58999633789062,206.64830017089844,206.64830017089844,3324
2021-03-01 10:03:00-05:00,206.64999389648438,206.9499969482422,206.64999389648438,206.9499969482422,206.9499969482422,3013
2021-03-01 10:04:00-05:00,206.9499969482422,207.02999877929688,206.77000427246094,206.8350067138672,206.8350067138672,6193
2021-03-01 10:05:00-05:00,206.8350067138672,206.91000366210938,206.8000030517578,206.8800048828125,206.8800048828125,3263
2021-03-01 10:06:00-05:00,206.8800048828125,206.9199981689453,206.6199951171875,206.75,206.75,5572
