,type,cash,holdings
0,1,403556.4279756256,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
1,1,403556.4279756256,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
2,1,403556.4279756256,"{'AXP': 2, 'AMGN': 4, 'AAPL': 1, 'BA': 1, 'CAT': 5, 'CSCO': 0, 'CVX': 0, 'GS': 6, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 1, 'JPM': 0, 'MCD': 2, 'MMM': 3, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 2, 'TRV': 5, 'UNH': 16, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
3,2,403556.4279756256,"{'AXP': 2, 'AMGN': 5, 'AAPL': 1, 'BA': 1, 'CAT': 6, 'CSCO': 0, 'CVX': 0, 'GS': 8, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 1, 'JPM': 0, 'MCD': 2, 'MMM': 3, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 3, 'TRV': 6, 'UNH': 22, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
4,2,403556.4279756256,"{'AXP': 2, 'AMGN': 5, 'AAPL': 1, 'BA': 2, 'CAT': 7, 'CSCO': 0, 'CVX': 0, 'GS': 9, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 1, 'JPM': 0, 'MCD': 3, 'MMM': 3, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 3, 'TRV': 7, 'UNH': 25, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
5,1,403556.4279756256,"{'AXP': 2, 'AMGN': 5, 'AAPL': 1, 'BA': 2, 'CAT': 6, 'CSCO': 0, 'CVX': 0, 'GS': 8, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 1, 'JPM': 0, 'MCD': 3, 'MMM': 3, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 3, 'TRV': 7, 'UNH': 24, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
6,0,403556.4279756256,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 2, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
7,0,403556.4279756256,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 2, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
8,2,403556.4279756256,"{'AXP': 2, 'AMGN': 5, 'AAPL': 1, 'BA': 1, 'CAT': 6, 'CSCO': 0, 'CVX': 0, 'GS': 9, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 1, 'JPM': 0, 'MCD': 3, 'MMM': 3, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 3, 'TRV': 6, 'UNH': 25, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
9,2,403556.4279756256,"{'AXP': 2, 'AMGN': 5, 'AAPL': 1, 'BA': 1, 'CAT': 6, 'CSCO': 0, 'CVX': 0, 'GS': 9, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 1, 'JPM': 0, 'MCD': 3, 'MMM': 3, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 3, 'TRV': 7, 'UNH': 24, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
