,price,bid_volume,offer_volume
0,193.22999572753903,0.0,0.0
1,192.46310424804688,0.0,0.0
2,191.97659301757807,101.0,0.0
3,192.6150613483111,63.0,101.0
4,192.37484554070858,43.0,63.0
5,192.2484161682862,3.0,16.0
6,192.16623707621167,0.0,9.0
7,192.1093438586216,0.0,6.0
8,192.07141504689488,0.0,5.0
9,192.03980770378928,0.0,2.0
10,192.02716476654703,0.0,5.0
11,191.99555742344143,4.0,0.0
12,192.0208432979259,1.0,7.0
13,191.98291448619918,7.0,1.0
14,192.0208432979259,3.0,7.0
15,191.99555742344143,4.0,3.0
16,192.00187889206254,0.0,4.0
17,191.97659301757807,5.0,0.0
18,192.00820036068367,3.0,5.0
19,191.99555742344143,1.0,3.0
20,191.98291448619918,0.0,0.0
21,191.98291448619918,0.0,1.0
22,191.97659301757807,0.0,0.0
23,191.97659301757807,0.0,0.0
24,191.97659301757807,0.0,0.0
25,191.97659301757807,0.0,0.0
26,191.97659301757807,0.0,0.0
27,191.97659301757807,0.0,0.0
28,191.97659301757807,0.0,0.0
29,191.97659301757807,0.0,0.0
30,191.97659301757807,0.0,0.0
31,191.97659301757807,0.0,0.0
32,191.97659301757807,0.0,0.0
33,191.97659301757807,0.0,0.0
34,191.97659301757807,0.0,0.0
35,191.97659301757807,0.0,0.0
36,191.97659301757807,0.0,0.0
37,191.97659301757807,0.0,0.0
38,191.97659301757807,0.0,0.0
39,191.97659301757807,0.0,0.0
40,191.97659301757807,0.0,0.0
41,191.97659301757807,0.0,0.0
42,191.97659301757807,0.0,0.0
43,191.97659301757807,0.0,0.0
44,191.97659301757807,0.0,0.0
45,191.97659301757807,0.0,0.0
46,191.97659301757807,0.0,0.0
47,191.97659301757807,0.0,0.0
48,191.97659301757807,0.0,0.0
49,191.97659301757807,0.0,0.0
50,191.97659301757807,0.0,0.0
51,191.97659301757807,0.0,0.0
52,191.97659301757807,0.0,0.0
53,191.97659301757807,0.0,0.0
54,191.97659301757807,0.0,0.0
55,191.97659301757807,0.0,0.0
56,191.97659301757807,0.0,0.0
57,191.97659301757807,0.0,0.0
58,191.97659301757807,0.0,0.0
59,191.97659301757807,0.0,0.0
60,191.97659301757807,0.0,0.0
61,191.97659301757807,0.0,0.0
62,191.97659301757807,0.0,0.0
63,191.97659301757807,0.0,0.0
64,191.97659301757807,0.0,0.0
65,191.97659301757807,0.0,0.0
66,191.97659301757807,0.0,0.0
67,191.97659301757807,0.0,0.0
68,191.97659301757807,0.0,0.0
69,191.97659301757807,0.0,0.0
70,191.97659301757807,0.0,0.0
71,191.97659301757807,0.0,0.0
72,191.97659301757807,0.0,0.0
73,191.97659301757807,0.0,0.0
74,191.97659301757807,0.0,0.0
75,191.97659301757807,0.0,0.0
76,191.97659301757807,0.0,0.0
77,191.97659301757807,0.0,0.0
78,191.97659301757807,0.0,0.0
79,191.97659301757807,0.0,0.0
80,191.97659301757807,0.0,0.0
81,191.97659301757807,0.0,0.0
82,191.97659301757807,0.0,0.0
83,191.97659301757807,0.0,0.0
84,191.97659301757807,0.0,0.0
85,191.97659301757807,0.0,0.0
86,191.97659301757807,0.0,0.0
87,191.97659301757807,0.0,0.0
88,191.97659301757807,0.0,0.0
89,191.97659301757807,0.0,0.0
90,191.97659301757807,0.0,0.0
91,191.97659301757807,0.0,0.0
92,191.97659301757807,0.0,0.0
93,191.97659301757807,0.0,0.0
94,191.97659301757807,0.0,0.0
95,191.97659301757807,0.0,0.0
96,191.97659301757807,0.0,0.0
97,191.97659301757807,0.0,0.0
98,191.97659301757807,0.0,0.0
99,191.97659301757807,0.0,0.0
100,191.97659301757807,0.0,0.0
101,191.97659301757807,0.0,0.0
102,191.97659301757807,,
