,price,bid_volume,offer_volume
0,225.8800048828125,0.0,0.0
1,226.3500061035156,0.0,0.0
2,226.69000244140625,116.0,0.0
3,226.97317939523063,0.0,24.0
4,226.92492366737937,0.0,92.0
5,226.78456735073502,0.0,0.0
6,226.78456735073502,3.0,0.0
7,226.78949423343832,0.0,1.0
8,226.78785193920388,0.0,1.0
9,226.78620964496943,0.0,0.0
10,226.78620964496943,0.0,0.0
11,226.78620964496943,0.0,1.0
12,226.784567350735,0.0,0.0
13,226.784567350735,0.0,0.0
14,226.784567350735,0.0,0.0
15,226.784567350735,0.0,0.0
16,226.784567350735,0.0,0.0
17,226.784567350735,,
