,price,bid_volume,offer_volume
0,120.3499984741211,0.0,0.0
1,120.33999633789062,0.0,0.0
2,120.05999755859376,0.0,0.0
3,120.27018601016394,0.0,0.0
4,120.48026806724778,0.0,0.0
5,120.69077606086515,0.0,0.0
6,120.90310791665573,0.0,0.0
7,121.11739940262886,0.0,0.0
8,121.33415164225671,0.0,0.0
9,121.55416121028294,0.0,0.0
10,121.77802323660165,0.0,0.0
11,122.00673353043543,0.0,0.0
12,122.24076095118001,0.0,0.0
13,122.47478837192459,0.0,0.0
14,122.70881579266917,0.0,0.0
15,122.94284321341375,0.0,0.0
16,123.17687063415833,0.0,0.0
17,123.41089805490292,,
