,price,bid_volume,offer_volume
0,49.43999862670898,0.0,0.0
1,49.560001373291016,0.0,0.0
2,49.65999984741211,0.0,0.0
3,49.80621555137729,0.0,0.0
4,49.952619017002874,0.0,0.0
5,50.099364728767036,0.0,0.0
6,50.24677351270182,0.0,0.0
7,50.395039296175355,0.0,0.0
8,50.54420746808854,0.0,0.0
9,50.69444516434719,0.0,0.0
10,50.84598143461653,0.0,0.0
11,50.99922762061546,0.0,0.0
12,51.15454793238691,0.0,0.0
13,51.309868244158366,0.0,0.0
14,51.46518855592982,0.0,0.0
15,51.620508867701275,0.0,0.0
16,51.77582917947273,0.0,0.0
17,51.931149491244184,,
