,price,bid_volume,offer_volume
0,219.30999755859372,0.0,0.0
1,220.07000732421875,0.0,0.0
2,220.17999267578125,0.0,0.0
3,220.17999267578125,0.0038848675078298114,0.0
4,220.18016655454173,0.002267379306693463,0.0
5,220.18026803782337,0.0013390173545646034,0.0
6,220.18032796951405,0.0008716496760986655,0.0
7,220.18036698277896,0.0006128058426002799,0.0
8,220.18039441072088,0.0004546840882935006,0.0
9,220.18041476145498,0.000350861740156368,0.0
10,220.18043046531216,0.00027896567647029346,0.0
11,220.1804429512479,0.00022710098986118024,0.0
12,220.18045311582586,0.00018845167663408512,0.0
13,220.18046155053923,0.00015887776888966583,0.0
14,220.1804686615847,0.0001357444039498903,0.0
15,220.18047473722788,0.0001173089100541933,0.0
16,220.18047998773588,0.00010238092576083558,0.0
17,220.1804845700977,,
